,ktest,p-value,p-value_adj,cluster
EIF4G1,3.596436003841219,0.4633673090953667,0.7927584415660679,2
ZBTB43,21.061703969710088,0.0003078722110022858,0.0012774780539513933,4
DHX29,55.50917949821516,2.541218452649266e-11,2.374970516494641e-10,4
SUGT1,1.1936954125927162,0.87913553230936,1.0,1
TSPAN13,16.65215477128545,0.002258029182134026,0.00805001490956872,0
DYL1,15.81972114574831,0.0032708611507152397,0.011182431284496546,2
TSPO2,20.743923539854162,0.000355917734060456,0.0014586792379526886,4
WASL,34.37456243000594,6.243475206024365e-07,3.8303528871315125e-06,2
RPL19,332.70429539611564,9.50192268159414e-71,6.13027269780267e-69,2
TM9SF2L,0.6801947614425702,0.953748663954148,1.0,1
RCC2,5.829465501183264,0.2122510118771692,0.4344954183770096,1
TUBB,10.981038083213774,0.02677794873657966,0.07266743212097601,1
N4BP3,19.654082799296702,0.0005843592783827429,0.002323496136710707,1
ZMYM3,24.29878708952528,6.958107729941586e-05,0.00031699807425701983,1
ENSGALG00000051534,2.2584827039846016,0.6883377756899256,1.0,1
CSF2RA,746.4787455156905,3.0015767922114325e-160,4.287966846016332e-158,1
ENSGALG00000009128,3.4719967605832096,0.48214905377942474,0.8089749224486992,4
NADK2,0.29517384474504094,0.9901235823926587,1.0,1
PXK,1.3375408810547966,0.8549747450534502,1.0,1
CLPS,11.186118656881103,0.024550038668575084,0.06707660838408493,1
MTHFD2,0.6767604727179308,0.954163601308703,1.0,1
CWF19L2,15.607614537627759,0.003593520211143989,0.012079059533257105,1
ALDH9A1,17.107355916849645,0.0018422792492290832,0.006699197269923939,1
TAF1A,17.438116448853368,0.0015884930155636889,0.0058545347254343105,1
TM2D1,28.721218884673576,8.905842480043467e-06,4.69965302376964e-05,1
ALG12,0.6996547130554814,0.9513714952225747,1.0,1
MIEF1,30.17214119894795,4.514948028000963e-06,2.4944464243099245e-05,1
ALKBH1,2.634668797124592,0.6206941443276155,0.9615710988808915,1
ZRANB1,1.5318834114673834,0.8209791109241342,1.0,1
